,host_id,host_since,host_verifications,host_total_listings_count,host_is_superhost,host_response_rate,neighbourhood
1496,22926868,2014-10-24,"['email', 'phone']",10.0,t,100%,
1498,507370559,2023-03-27,"['email', 'phone']",1.0,f,100%,
1499,478596025,2022-09-07,['phone'],3.0,f,100%,
1502,19303369,2014-08-01,['phone'],338.0,f,96%,
1753,493903378,2023-01-02,"['email', 'phone']",2.0,f,100%,"Queens, New York, United States"
1754,233528692,2018-12-31,"['email', 'phone']",7.0,t,90%,"The Bronx, New York, United States"
1755,7305006,2013-07-05,"['email', 'phone']",2.0,t,100%,"Brooklyn , New York, United States"
1756,15625009,2014-05-17,"['email', 'phone']",93.0,f,100%,
1759,356966392,2020-07-17,['phone'],3.0,f,100%,
1761,44772065,2015-09-21,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
1762,97328229,2016-09-29,"['email', 'phone']",9.0,t,100%,
1768,377491269,2020-11-29,"['email', 'phone']",2.0,f,100%,"Bronx, New York, United States"
1769,424150408,2021-09-22,"['email', 'phone']",2.0,t,80%,
1771,263092114,2019-05-20,"['email', 'phone']",2.0,f,50%,"Queens, New York, United States"
1772,125534010,2017-04-12,"['email', 'phone']",1.0,f,100%,"The Bronx, New York, United States"
1773,324156441,2020-01-04,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
1775,264569855,2019-05-27,"['email', 'phone']",5.0,f,100%,"Brooklyn, New York, United States"
1778,50549485,2015-12-04,"['email', 'phone']",1.0,f,100%,
1779,29349060,2015-03-14,"['email', 'phone']",4.0,t,100%,"Queens, New York, United States"
1782,96741258,2016-09-25,"['email', 'phone']",5.0,t,100%,"Brooklyn, New York, United States"
1786,45656701,2015-10-03,"['email', 'phone']",1.0,t,100%,"Queens, New York, United States"
1787,502735846,2023-02-25,['phone'],1.0,t,100%,"Queens, New York, United States"
1788,190915917,2018-05-22,"['email', 'phone']",3.0,f,100%,"The Bronx, New York, United States"
1790,235062143,2019-01-07,"['email', 'phone']",1.0,t,90%,"Queens, New York, United States"
1791,200239515,2018-07-05,"['email', 'phone']",299.0,f,98%,"Queens, New York, United States"
2026,132341923,2017-05-28,"['email', 'phone']",2.0,t,100%,"Jamaica, New York, United States"
2027,319049221,2019-12-19,['phone'],2.0,f,0%,
2028,221844597,2018-10-21,"['email', 'phone']",2.0,t,100%,"Queens, New York, United States"
2030,180277260,2018-03-24,"['email', 'phone', 'work_email']",8.0,f,99%,
2037,62608664,2016-03-12,"['email', 'phone']",1.0,f,60%,"Queens, New York, United States"
2038,336202829,2020-02-14,"['email', 'phone']",1.0,f,,
2039,53781263,2016-01-08,"['email', 'phone', 'work_email']",2.0,f,90%,
2040,191272085,2018-05-23,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
2041,145412589,2017-08-10,"['email', 'phone']",2.0,f,100%,"Queens, New York, United States"
2042,48764969,2015-11-11,"['email', 'phone']",12.0,f,100%,"Brooklyn, New York, United States"
2043,46710719,2015-10-16,"['email', 'phone']",2.0,f,100%,
2044,436048247,2021-12-14,['phone'],7.0,f,100%,"Queens, New York, United States"
2048,104836016,2016-11-22,"['email', 'phone']",9.0,t,100%,
2053,484176167,2022-10-18,"['email', 'phone']",1.0,t,100%,
2054,406760220,2021-06-12,['phone'],5.0,t,100%,
2056,182100068,2018-04-02,"['email', 'phone']",3.0,f,100%,"Queens, New York, United States"
2058,50618720,2015-12-06,"['email', 'phone']",3.0,f,100%,
2061,306003832,2019-11-01,"['email', 'phone']",2.0,f,100%,
2062,460051201,2022-05-20,"['email', 'phone']",10.0,f,100%,
2071,634004,2011-05-27,"['email', 'phone']",1.0,t,90%,"Brooklyn, New York, United States"
2072,209619982,2018-08-14,"['email', 'phone']",1.0,t,100%,
2073,153262911,2017-10-04,"['email', 'phone']",4.0,f,98%,
2077,434043863,2021-11-30,['phone'],5.0,f,100%,
2082,401748469,2021-05-15,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
2083,417692654,2021-08-09,"['email', 'phone']",3.0,f,100%,
2084,8500680,2013-08-28,"['email', 'phone']",4.0,f,50%,
2085,147510629,2017-08-24,"['email', 'phone']",3.0,f,90%,
2086,471460452,2022-07-25,['phone'],1.0,f,100%,"Queens, New York, United States"
2087,16003147,2014-05-26,['phone'],1.0,f,100%,"Brooklyn, New York, United States"
2088,63429806,2016-03-17,"['email', 'phone']",1.0,f,100%,
2089,29817997,2015-03-22,"['email', 'phone']",3.0,f,100%,
2091,223504937,2018-10-31,"['email', 'phone']",2.0,f,100%,"Staten Island, New York, United States"
2092,302151163,2019-10-13,"['email', 'phone']",8.0,t,100%,"Queens, New York, United States"
2096,36119026,2015-06-18,"['email', 'phone']",1.0,t,100%,
2097,61324573,2016-03-02,"['email', 'phone']",3.0,t,71%,"Brooklyn, New York, United States"
2099,63866600,2016-03-21,"['email', 'phone']",3.0,t,100%,"Brooklyn, New York, United States"
2100,75881392,2016-06-05,"['email', 'phone']",1.0,f,0%,
2101,9484127,2015-06-25,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
2102,17889038,2014-07-09,"['email', 'phone']",11.0,t,100%,"Queens, New York, United States"
2103,298304737,2019-09-27,"['email', 'phone']",1.0,f,86%,"Staten Island, New York, United States"
2104,32102410,2015-04-28,"['email', 'phone']",2.0,t,100%,"New York, United States"
2105,146675319,2017-08-18,['phone'],2.0,f,100%,"The Bronx, New York, United States"
2106,102367981,2016-11-03,"['email', 'phone']",7.0,f,90%,"Queens, New York, United States"
2108,21327210,2014-09-14,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
2109,407298976,2021-06-15,['phone'],2.0,f,100%,
2111,494562913,2023-01-05,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
2112,45359132,2015-09-29,"['email', 'phone']",1.0,f,100%,"Queens, New York, United States"
2113,478732286,2022-09-08,"['email', 'phone']",7.0,f,92%,"Brooklyn, New York, United States"
2118,496809317,2023-01-18,"['email', 'phone', 'work_email']",1.0,f,100%,"Brooklyn, New York, United States"
2119,297679759,2019-09-24,"['email', 'phone']",1.0,f,,"The Bronx, New York, United States"
2120,18208026,2014-07-16,"['email', 'phone']",1.0,f,,
2121,3179866,2012-08-06,"['email', 'phone']",23.0,t,100%,"Queens, New York, United States"
2125,109671307,2017-01-03,"['email', 'phone']",7.0,f,100%,"The Bronx, New York, United States"
2128,7309378,2016-03-30,"['email', 'phone']",2.0,f,100%,
2130,253057141,2019-04-03,"['email', 'phone']",1.0,f,100%,"The Bronx, New York, United States"
2131,490699153,2022-12-08,"['email', 'phone']",1.0,f,100%,
2132,5704932,2013-03-31,"['email', 'phone', 'work_email']",5.0,t,100%,
2137,9952523,2013-11-11,"['email', 'phone']",2.0,f,,"Queens Village , New York, United States"
2139,21376704,2014-09-15,"['email', 'phone']",1.0,t,100%,
2140,170531,2010-07-18,"['email', 'phone', 'work_email']",4.0,f,100%,
2141,80443454,2016-06-28,"['email', 'phone']",2.0,t,100%,"Queens, New York, United States"
2142,417720962,2021-08-09,"['email', 'phone']",2.0,f,100%,
2144,438756117,2022-01-03,['phone'],1.0,f,67%,
2145,66959637,2016-04-12,"['email', 'phone']",5.0,f,86%,"Queens, New York, United States"
2146,62627585,2016-03-12,['phone'],1.0,t,80%,"Queens, New York, United States"
2147,7157099,2013-06-27,"['email', 'phone', 'work_email']",3.0,t,100%,"Brooklyn, New York, United States"
2150,266360944,2019-06-04,"['email', 'phone']",1.0,f,100%,
2151,34353017,2015-05-27,"['email', 'phone']",5.0,t,100%,
2156,23768682,2014-11-15,"['email', 'phone']",2.0,f,100%,"New York, United States"
2157,427723275,2021-10-17,['phone'],3.0,f,56%,
2159,49348826,2015-11-18,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
2160,388056806,2021-02-10,"['email', 'phone', 'work_email']",3.0,t,98%,"Queens, New York, United States"
2163,79641851,2016-06-24,"['email', 'phone']",2.0,f,90%,
2165,329110308,2020-01-19,"['email', 'phone']",2.0,t,80%,
2166,15617507,2014-05-16,"['email', 'phone']",13.0,t,100%,"The Bronx, New York, United States"
2174,432233993,2021-11-16,"['email', 'phone']",6.0,t,100%,"Brooklyn, New York, United States"
2180,483449730,2022-10-13,['phone'],1.0,f,100%,
2181,480293174,2022-09-20,['phone'],1.0,f,20%,
2182,436401569,2021-12-17,"['email', 'phone']",1.0,t,100%,
2183,494720997,2023-01-06,"['email', 'phone']",1.0,t,100%,"Queens, New York, United States"
2184,120813796,2017-03-14,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
2185,206144059,2018-07-30,"['email', 'phone']",1.0,f,100%,"Queens, New York, United States"
2186,132356199,2017-05-28,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
2188,493631827,2022-12-31,"['email', 'phone']",1.0,f,100%,
2189,505650668,2023-03-16,"['email', 'phone']",4.0,f,100%,
2192,122094341,2017-03-22,['phone'],1.0,f,100%,
2193,441736253,2022-01-23,"['email', 'phone']",7.0,f,0%,
2195,260475429,2019-05-07,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
2197,321299357,2019-12-26,"['email', 'phone']",1.0,f,100%,"Queens, New York, United States"
2198,276647857,2019-07-16,"['email', 'phone']",3.0,f,100%,
2201,47790995,2015-10-30,"['email', 'phone', 'work_email']",1.0,t,,"Queens Village, New York, United States"
2202,92900025,2016-08-31,"['email', 'phone']",5.0,t,99%,"Queens, New York, United States"
2207,274118210,2019-07-07,"['email', 'phone']",13.0,f,94%,
2210,433716813,2021-11-27,"['email', 'phone']",8.0,t,99%,"Queens, New York, United States"
2216,2373740,2012-05-14,"['email', 'phone']",5.0,f,70%,"Queens, New York, United States"
2219,337966380,2020-02-21,"['email', 'phone']",2.0,t,100%,
2220,32060911,2015-04-27,"['email', 'phone']",7.0,t,100%,
2227,175019394,2018-02-24,"['email', 'phone', 'work_email']",9.0,t,93%,"Jamaica, New York, United States"
2232,264816557,2019-05-28,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
2233,465448658,2022-06-21,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
2234,19483885,2014-08-05,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
2236,492417898,2022-12-22,"['email', 'phone']",6.0,t,98%,
2240,81109011,2016-07-01,"['email', 'phone']",1.0,t,100%,
2241,52135038,2015-12-24,"['email', 'phone']",6.0,f,100%,
2243,500236217,2023-02-08,"['email', 'phone']",1.0,t,100%,
2244,26178075,2015-01-15,"['email', 'phone', 'work_email']",1.0,t,100%,"Staten Island, New York, United States"
2245,305136585,2019-10-28,"['email', 'phone']",3.0,f,100%,"Brooklyn, New York, United States"
2246,324906509,2020-01-06,"['email', 'phone']",4.0,f,100%,"Brooklyn , New York, United States"
2249,411034737,2021-07-05,"['email', 'phone']",11.0,f,99%,"Brooklyn, New York, United States"
2260,26201936,2015-01-16,"['email', 'phone']",1.0,t,100%,"Queens, New York, United States"
2261,512525935,2023-04-30,"['email', 'phone']",2.0,f,100%,
2262,383212663,2021-01-05,"['email', 'phone']",2.0,f,100%,
2264,48005494,2015-11-02,"['email', 'phone', 'work_email']",2006.0,f,100%,
2301,318094946,2019-12-16,['phone'],1.0,f,100%,
2302,518551693,2023-06-06,"['email', 'phone']",4.0,f,100%,
2305,31675601,2015-04-21,"['email', 'phone']",4.0,t,100%,"Brooklyn, New York, United States"
2309,154186700,2017-10-11,"['email', 'phone']",4.0,f,,"Queens, New York, United States"
2312,527461531,2023-07-23,"['email', 'phone']",1.0,f,70%,
2313,432491766,2021-11-18,"['email', 'phone']",1.0,t,100%,
2314,231468237,2018-12-19,"['email', 'phone']",52.0,f,100%,
2319,54784332,2016-01-15,"['email', 'phone']",1.0,f,,
2320,104661811,2016-11-21,"['email', 'phone']",4.0,f,,"Staten Island, New York, United States"
2321,204915695,2018-07-25,"['email', 'phone']",2.0,t,100%,
2323,49164956,2015-11-16,"['email', 'phone']",14.0,f,100%,
2329,524338359,2023-07-07,"['email', 'phone']",2.0,f,39%,"Queens, New York, United States"
2330,149603923,2017-09-07,"['email', 'phone']",2.0,f,100%,
2331,489948289,2022-12-02,"['email', 'phone']",4.0,f,,"Brooklyn, New York, United States"
2332,401709949,2021-05-15,"['email', 'phone']",33.0,f,83%,
2363,512834300,2023-05-02,"['email', 'phone']",10.0,t,98%,
2371,6271042,2013-05-07,['phone'],4.0,f,100%,"Queens, New York, United States"
2372,440585824,2022-01-15,"['email', 'phone']",1.0,f,,
2373,412796426,2021-07-13,"['email', 'phone']",8.0,f,100%,"Queens, New York, United States"
2374,30895980,2015-04-09,"['email', 'phone']",5.0,f,100%,
2377,83076610,2016-07-11,"['email', 'phone']",3.0,f,,"Queens, New York, United States"
2378,423769430,2021-09-19,"['email', 'phone']",7.0,f,100%,"Brooklyn, New York, United States"
2379,7222649,2013-07-01,"['email', 'phone', 'work_email']",2.0,f,82%,
2380,476842003,2022-08-26,"['email', 'phone']",4.0,f,83%,
2383,282625150,2019-08-04,"['email', 'phone']",4.0,f,100%,
2387,482943758,2022-10-09,['phone'],3.0,f,,
2388,167636238,2018-01-13,"['email', 'phone']",3.0,f,90%,"Brooklyn, New York, United States"
2390,444887787,2022-02-13,"['email', 'phone']",2.0,t,100%,
2392,202771189,2018-07-16,"['email', 'phone']",2.0,f,87%,
2394,493659186,2022-12-31,"['email', 'phone']",1.0,f,91%,
2395,113295877,2017-01-25,"['email', 'phone']",5.0,f,100%,
2399,435902903,2021-12-13,['phone'],1.0,f,,
2400,478586325,2022-09-07,"['email', 'phone']",1.0,f,90%,"Staten Island, New York, United States"
2401,315758129,2019-12-08,"['email', 'phone']",5.0,t,80%,
2405,477759550,2022-09-01,['phone'],2.0,f,100%,"The Bronx, New York, United States"
2406,519879456,2023-06-13,"['email', 'phone', 'work_email']",7.0,f,100%,
2408,466440040,2022-06-27,['phone'],5.0,t,74%,"Brooklyn, New York, United States"
2413,187383058,2018-05-01,"['email', 'phone']",2.0,f,100%,"Queens, New York, United States"
2415,416152960,2021-07-31,"['email', 'phone']",2.0,t,100%,
2417,8792814,2013-09-12,"['email', 'phone']",21.0,f,100%,"Brooklyn, New York, United States"
2426,107933494,2016-12-20,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
2427,510312814,2023-04-16,"['email', 'phone']",1.0,f,100%,"Staten Island, New York, United States"
2428,22020112,2014-10-01,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
2429,102358867,2016-11-03,"['email', 'phone']",3.0,f,100%,"Brooklyn, New York, United States"
2431,385670017,2021-01-22,"['email', 'phone']",1.0,f,100%,"Queens, New York, United States"
2432,119447491,2017-03-06,"['email', 'phone']",5.0,f,100%,
2434,105878573,2016-12-01,"['email', 'phone']",8.0,f,91%,"Brooklyn, New York, United States"
2438,6458446,2013-05-18,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
2439,17968481,2014-07-11,"['email', 'phone']",2.0,f,90%,
2441,5565918,2013-03-21,"['email', 'phone']",6.0,f,100%,"Brooklyn, New York, United States"
2442,9040879,2013-09-24,"['email', 'phone']",11.0,f,98%,
2444,523365745,2023-07-02,"['email', 'phone']",2.0,f,100%,
2446,503427429,2023-03-01,"['email', 'phone']",2.0,f,90%,
2447,161863161,2017-12-08,"['email', 'phone']",7.0,t,100%,"Queens, New York, United States"
2448,481222916,2022-09-27,"['email', 'phone']",2.0,f,90%,"Brooklyn, New York, United States"
2450,149431096,2017-09-06,"['email', 'phone']",3.0,t,100%,
2453,4089529,2012-11-07,"['email', 'phone']",2.0,f,100%,
2454,13970059,2014-04-06,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
2455,534733948,2023-08-30,"['email', 'phone']",1.0,f,,
2456,276612072,2019-07-16,['phone'],1.0,f,46%,"Brooklyn, New York, United States"
2457,494968798,2023-01-08,"['email', 'phone']",3.0,f,100%,"Queens, New York, United States"
2458,134140323,2017-06-08,"['email', 'phone']",2.0,t,100%,"Queens, New York, United States"
2460,472442026,2022-07-30,"['email', 'phone']",9.0,f,100%,
2469,356623718,2020-07-15,['phone'],9.0,f,100%,"Staten Island, New York, United States"
2478,302423456,2019-10-14,"['email', 'phone']",5.0,t,100%,
2481,530544868,2023-08-07,"['email', 'phone']",1.0,f,67%,"Staten Island, New York, United States"
2482,204539,2010-08-17,"['email', 'phone']",10.0,t,100%,"Queens, New York, United States"
2491,245781067,2019-02-27,"['email', 'phone']",1.0,f,90%,
2492,4310378,2012-12-03,"['email', 'phone']",3.0,t,100%,"Brooklyn, New York, United States"
2495,234274506,2019-01-04,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
2496,374576747,2020-11-05,"['email', 'phone']",21.0,f,98%,
2512,474955473,2022-08-14,"['email', 'phone']",1.0,f,90%,"Queens, New York, United States"
2513,2780938,2012-06-29,"['email', 'phone']",6.0,f,100%,"The Bronx, New York, United States"
2515,35660592,2015-06-12,"['email', 'phone']",12.0,,,"Queens, New York, United States"
2517,410180930,2021-06-30,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
2518,456935537,2022-05-01,"['email', 'phone']",1.0,t,90%,
2519,527319775,2023-07-22,"['email', 'phone']",1.0,f,,"Staten Island, New York, United States"
2520,324951875,2020-01-06,['phone'],1.0,f,100%,
2521,338424773,2020-02-24,['phone'],1.0,f,100%,"Queens, New York, United States"
2522,490725380,2022-12-08,['phone'],6.0,f,100%,
2526,14754461,2014-04-26,"['email', 'phone', 'work_email']",1.0,f,100%,"Queens, New York, United States"
2527,99346083,2016-10-12,"['email', 'phone']",4.0,f,,
2528,510118496,2023-04-15,"['email', 'phone']",1.0,f,100%,"Queens, New York, United States"
2529,55922753,2016-01-24,"['email', 'phone']",9.0,f,77%,
2536,510005340,2023-04-14,"['email', 'phone']",1.0,f,100%,
2537,143217239,2017-07-29,['phone'],1.0,t,100%,"Staten Island, New York, United States"
2538,516204058,2023-05-23,['phone'],1.0,f,65%,
2539,518455464,2023-06-05,"['email', 'phone']",1.0,f,80%,
2540,51419163,2015-12-15,"['email', 'phone']",2.0,f,50%,
2541,32644427,2015-05-05,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
2543,102633259,2016-11-05,"['email', 'phone']",3.0,f,89%,"Brooklyn, New York, United States"
2544,179355129,2018-03-19,"['email', 'phone']",2.0,f,100%,"Staten Island, New York, United States"
2545,440233245,2022-01-12,['phone'],7.0,f,100%,
2549,224402698,2018-11-05,"['email', 'phone']",29.0,f,100%,
2550,122044895,2017-03-22,"['email', 'phone']",11.0,f,100%,"The Bronx, New York, United States"
2551,460737968,2022-05-24,"['email', 'phone']",1.0,f,25%,
2552,102833442,2016-11-07,['phone'],2.0,f,0%,"Queens, New York, United States"
2553,390939824,2021-03-03,"['email', 'phone']",9.0,f,100%,
2556,517704969,2023-06-01,"['email', 'phone']",1.0,f,100%,"Queens, New York, United States"
2557,192476124,2018-05-30,"['email', 'phone']",4.0,t,100%,
2558,219333557,2018-10-07,"['email', 'phone']",5.0,f,100%,"Queens, New York, United States"
2561,2415525,2012-05-19,"['email', 'phone']",5.0,f,100%,
2564,101776118,2016-10-30,"['email', 'phone']",3.0,t,100%,"Brooklyn, New York, United States"
2565,457467711,2022-05-04,"['email', 'phone']",1.0,t,100%,"Queens, New York, United States"
2566,485855824,2022-10-31,"['email', 'phone']",4.0,,100%,
2567,60828137,2016-02-28,"['email', 'phone']",7.0,f,100%,"Queens, New York, United States"
